"Genes"	"regulator"
"SCAF4"	0
"RPGR"	0
"CDK20"	0
"PCGF6"	1
"ANKRD9"	0
"SFR1"	0
"SFXN2"	0
"ATP5MJ"	0
"TDRD9"	0
"PCDH1"	0
"SH3RF2"	0
"UQCRB"	0
"MTERF3"	0
"PTDSS1"	0
"PPP2R2B"	0
"RPL30"	0
"PABIR3"	0
"SUPV3L1"	0
"PABIR2"	0
"EEF1A1"	0
"FBXO43"	0
"HKDC1"	0
"HK1"	0
"TYSND1"	0
"PHF6"	1
"CD109"	0
"UBE2L6"	0
"ZDHHC5"	0
"MED19"	0
"ZFAND3"	1
"NPTN"	0
"KAT6B"	1
"SAMD8"	0
"RAB11FIP1"	0
"UTP14A"	0
"AIFM1"	0
"MAPK13"	0
"BAG4"	0
"MS4A1"	0
"TBC1D31"	0
"NTAQ1"	0
"ATAD2"	0
"FBXO32"	0
"NSMCE2"	0
"ZNF689"	1
"PRR14"	0
"FBRS"	0
"FRRS1"	0
"PHKG2"	0
"MFSD14A"	0
"SASS6"	0
"ITGAD"	0
"MALSU1"	0
"VPS8"	0
"GALK2"	0
"B3GNT7"	0
"MPV17L"	0
"BUB1B"	0
"PDE6D"	0
"EIF4A2"	0
"BRPF1"	0
"RPUSD3"	0
"TATDN2"	0
"GHRL"	0
"SEC13"	0
"EXOG"	0
"NTAN1"	0
"NMNAT2"	0
"ZFYVE9"	0
"SLC6A1"	0
"SMG1"	0
"FCHO2"	0
"RBPMS"	0
"TMEM171"	0
"TIMP4"	0
"SYN2"	0
"NRG1"	1
"ODR4"	0
"CPT2"	0
"NECAP2"	0
"LRP8"	0
"PAXIP1"	0
"STEAP2"	0
"SSBP3"	0
"CLDN12"	0
"MMP14"	0
"FZD1"	0
"GATAD1"	1
"SUSD3"	0
"ZFHX2-AS1"	0
"TMED6"	0
"DHRS4"	0
"DDX19B"	0
"ST3GAL2"	0
"FCSK"	0
"IL34"	0
"DHRS1"	0
"CACNA1D"	0
"ARSL"	0
"KIT"	0
"AASDH"	0
"ZNF19"	1
"CACNA2D3"	0
"RNF111"	0
"CCNB2"	0
"FAM81A"	0
"MYO1E"	0
"APPL1"	0
"AFAP1L1"	0
"TSC22D3"	1
"VPS26C"	0
"DYRK1A"	0
"KCNJ15"	0
"ERG"	1
"ETS2"	1
"TSPAN18"	0
"LCA5L"	0
"SLC35B2"	0
"TMEM164"	0
"MX1"	0
"CREB3L1"	1
"C2CD2"	0
"TAB3"	0
"SLC38A10"	0
"C9orf43"	0
"ZNF618"	1
"DGKI"	0
"TMEM268"	0
"SVOPL"	0
"SNX22"	0
"UBN2"	0
"BRAF"	0
"SLC34A2"	0
"ACAN"	0
"PSMG3"	0
"WDR19"	0
"SLC37A3"	0
"AP3S2"	0
"FMNL2"	0
"GAREM2"	0
"SPPL3"	0
"RAB28"	0
"PRXL2B"	0
"TNFRSF14"	0
"PANK4"	0
"C12orf43"	0
"PEX10"	0
"RER1"	0
"RADIL"	0
"SKI"	1
"WIPI2"	0
"LDLRAP1"	0
"AGAP1"	0
"KRTCAP3"	0
"ANKRD61"	0
"PAFAH2"	0
"EXTL1"	0
"BABAM2"	0
"CFAP251"	0
"MRPL17"	0
"DUSP2"	0
"GRHL3"	1
"UBXN11"	0
"PTPDC1"	0
"GALNT14"	0
"NCK1"	0
"HPD"	0
"RHPN1"	0
"TPRG1L"	0
"LRRC43"	0
"PRXL2C"	0
"XDH"	0
"XKR8"	0
"CNNM4"	0
"EYA3"	0
"DZIP1L"	0
"TMSB15A"	0
"FANCC"	0
"MRAS"	0
"WASF2"	0
"ABHD3"	0
"ESYT3"	0
"FAIM"	0
"TENT5B"	0
"CLSTN2"	0
"COLEC12"	0
"RNF207"	0
"CUL4B"	0
"GPR153"	0
"SLC13A3"	0
"GPRASP2"	0
"RHBDL2"	0
"AUTS2"	0
"SHROOM4"	0
"H2BC5"	0
"CDC25C"	0
"H4C8"	0
"MITD1"	0
"EIF5B"	0
"RIBC1"	0
"CNOT11"	0
"TSPAN33"	0
"AHCYL2"	0
"B4GALT5"	0
"CD1D"	0
"CD1A"	0
"SPATA2"	0
"CD1C"	0
"FAM86C1P"	0
"DNAH3"	0
"CD1E"	0
"NCF1"	0
"TSR2"	0
"PPP1R9A"	0
"ZC3H18"	1
"ZFAND2B"	0
"GDPD5"	0
"DYNC1I1"	0
"PFKFB1"	0
"TMED4"	0
"PPP1R15B"	0
"COPG2"	0
"EMSY"	0
"GPAT4"	0
"PKD1L1"	0
"ZSCAN12"	1
"TAGLN2"	0
"ELK4"	1
"SLAMF8"	0
"SLC45A3"	0
"DUSP23"	0
"RNF166"	0
"NBL1"	0
"F11R"	0
"USF1"	1
"SPATA2L"	0
"NIT1"	0
"DEDD"	0
"ZNF276"	1
"NPM2"	0
"EDA"	0
"CDA"	0
"PINK1"	0
"B4GALT3"	0
"DMTN"	0
"ADAMTS4"	0
"FAM160B2"	0
"NDUFS2"	0
"FCER1G"	0
"TOMM40L"	0
"MPZ"	0
"CCAR2"	0
"CACHD1"	0
"CDC42SE2"	0
"RAPGEF6"	0
"EPB41"	0
"MIS18A"	0
"ALG8"	0
"FBXW5"	0
"CFAP298"	0
"SYNJ1"	0
"PAXBP1"	0
"IFNAR2"	0
"MRPL10"	0
"IFNGR2"	0
"GART"	0
"SON"	1
"DONSON"	0
"SV2A"	0
"LAD1"	0
"STC1"	0
"TNNI1"	0
"CSRP1"	0
"C1QC"	0
"ATP5MC1"	0
"RCAN1"	0
"UBE2Z"	0
"CIART"	0
"SNF8"	0
"CLIC6"	0
"CCDC24"	0
"RUNX1"	1
"IGF2BP1"	0
"CBR1"	0
"CBR3"	0
"TUBBP5"	0
"MORC3"	0
"CHAF1B"	0
"SIM2"	1
"HLCS"	0
"SCUBE1"	0
"ARHGAP27"	0
"ADPGK"	0
"PTMS"	0
"PLA2G4D"	0
"ADIPOR1"	0
"CYB5R1"	0
"PSMD4"	0
"ATP13A2"	0
"PSMB4"	0
"IRX6"	1
"BTG2"	1
"HK2"	0
"C1R"	0
"ALDH4A1"	0
"STARD9"	0
"THEM4"	0
"TCHH"	0
"UBR1"	0
"AMFR"	0
"MED8"	0
"RGL4"	0
"PGLYRP3"	0
"ISL2"	1
"RSPRY1"	0
"CCDC17"	0
"GPBP1L1"	0
"NAE1"	0
"TMEM69"	0
"ADGRG5"	0
"ACE"	0
"EFCAB14"	0
"SPON2"	0
"CHCHD6"	0
"CTBP1"	0
"LRRC36"	0
"TPPP3"	0
"ZDHHC1"	0
"ATP6V0D1"	0
"ZFYVE28"	0
"CARMIL2"	0
"C16orf86"	0
"FAM131B"	0
"RGS12"	0
"PSKH1"	0
"ZYX"	0
"ABR"	0
"LYPD5"	0
"CCDC117"	0
"ZNF230"	1
"CCDC107"	0
"ZNF222"	1
"NPR2"	0
"ZNF221"	1
"ZNF233"	1
"ZNF235"	1
"GNE"	0
"TNFRSF13C"	0
"ARHGAP35"	1
"PTGIR"	0
"CALM3"	0
"DFFA"	0
"CCDC28B"	0
"IQCC"	0
"TMEM234"	0
"BSDC1"	0
"ZBTB8A"	1
"ATAD3B"	0
"SSU72"	0
"UBE2J2"	0
"ZNF362"	1
"FNDC5"	0
"CPAMD8"	0
"NR2F6"	1
"ANKLE1"	0
"MIX23"	0
"VMA21"	0
"KALRN"	0
"CILP2"	0
"FAM86C2P"	0
"ABCG1"	0
"TFF3"	0
"TMPRSS3"	0
"UBASH3A"	0
"RSPH1"	0
"SLC37A1"	0
"PDE9A"	0
"WDR4"	0
"NDUFV3"	0
"PKNOX1"	1
"U2AF1"	0
"HSF2BP"	0
"RRP1B"	0
"PDXK"	0
"G6PD"	0
"CSTB"	0
"RRP1"	0
"AGPAT3"	0
"TRAPPC10"	0
"GAB3"	0
"ICOSLG"	0
"CFAP410"	0
"ZNF66"	0
"LRRC3"	0
"ITGB2"	0
"FAM207A"	0
"RALGDS"	0
"SPATC1L"	0
"LSS"	0
"VAV2"	0
"MCM3AP"	0
"C21orf58"	0
"PCNT"	0
"DIP2A"	0
"S100B"	0
"PRMT2"	0
"CLDND2"	0
"ADAMTS13"	0
"CACFD1"	0
"SLC2A6"	0
"ZNF761"	1
"C9orf116"	0
"ZNF714"	1
"GPSM1"	0
"C19orf47"	0
"CFAP157"	0
"TOR2A"	0
"ST6GALNAC6"	0
"SHKBP1"	0
"RDH13"	0
"ZER1"	0
"ZDHHC12"	0
"PKN3"	0
"SPTBN4"	0
"BRSK1"	0
"COX6B2"	0
"PLPP7"	0
"TAOK1"	0
"MED27"	0
"DEDD2"	0
"SIK3"	0
"MPZL3"	0
"JAML"	0
"NEK8"	0
"TLCD1"	0
"PCSK7"	0
"SAFB"	0
"CD3G"	0
"S100A1"	0
"CHTOP"	0
"ZBTB7B"	1
"FLAD1"	0
"SHC1"	0
"VPS11"	0
"NLRX1"	0
"ADAR"	0
"IL6R"	0
"UBE2Q1"	0
"CHRNB2"	0
"CRTC2"	0
"ANO10"	0
"FDPS"	0
"RUSC1"	0
"GBAP1"	0
"FAM189B"	0
"PAQR6"	0
"PMF1"	0
"SLC25A44"	0
"LMNA"	0
"CCR5"	0
"NBEAL2"	0
"CCDC12"	0
"PTH1R"	0
"UBQLN4"	0
"PPP1R35"	0
"GPATCH4"	0
"FCRL3"	0
"AZGP1"	0
"FGFR4"	0
"NACC1"	1
"HK3"	0
"LY6K"	0
"IER2"	1
"ZNF394"	1
"CPSF4"	0
"LY6E"	0
"VPS28"	0
"TONSL"	1
"PWWP3A"	0
"RECQL4"	0
"LRRC14"	0
"ZNF333"	1
"COL26A1"	0
"PPP1R16A"	0
"ORAI2"	0
"ALKBH4"	0
"SH2B2"	0
"MRNIP"	0
"SQSTM1"	0
"MGAT4B"	0
"RPL8"	0
"MAML1"	0
"LRWD1"	0
"FBXL13"	0
"NAPEPLD"	0
"SCGB3A1"	0
"PSMC2"	0
"MFSD12"	0
"TUBA3FP"	0
"YDJC"	0
"DVL3"	0
"AP2M1"	0
"ABCF3"	0
"PCYT1A"	0
"FBXO27"	0
"DMKN"	0
"U2AF1L4"	0
"BDH1"	0
"THAP8"	1
"COX7A1"	0
"ZNF382"	1
"LRRC56"	0
"PLXDC1"	0
"PGAP3"	0
"IKZF3"	1
"GRIN2C"	0
"FDXR"	0
"SAP30BP"	0
"ACOX1"	0
"PRPSAP1"	0
"CYGB"	0
"SRSF2"	0
"ZNF577"	1
"TMEM143"	0
"ALDH16A1"	0
"ITGA5"	0
"ZNF385A"	1
"SIGLEC16"	0
"MPP3"	0
"NAGS"	0
"LSM12"	0
"ASB16"	0
"EMC10"	0
"JOSD2"	0
"SHANK1"	0
"FAM171A2"	0
"DBF4B"	0
"PLCD3"	0
"FMNL3"	0
"AQP5"	0
"RACGAP1"	0
"LARP4"	0
"TAMALIN"	0
"RAVER1"	0
"SYCE2"	0
"SPC24"	0
"LEMD2"	0
"ALOX15"	0
"ADCY10P1"	0
"ZNF653"	1
"MED11"	0
"CXCL16"	0
"SCIMP"	0
"RNASEK-C17orf49"	0
"BCL6B"	1
"ASGR2"	0
"TNFSF13"	0
"SENP3"	0
"FGF11"	0
"EIF4A1"	0
"RPL26"	0
"POLR3K"	0
"SNRNP25"	0
"WDR90"	0
"JMJD8"	0
"CCDC78"	0
"SPSB3"	0
"TEDC2"	0
"CCNF"	0
"TBC1D24"	0
"AMDHD2"	0
"BICDL2"	0
"PAQR4"	0
"FLYWCH2"	0
"ZG16B"	0
"ZNF75A"	1
"ADCY9"	0
"SHANK2"	0
"CLPB"	0
"NEU3"	0
"CYB561A3"	0
"PPP1R32"	0
"ASRGL1"	0
"UBXN1"	0
"LBHD1"	0
"TTC9C"	0
"TAF6L"	0
"NXF1"	0
"STX5"	0
"SLC25A45"	0
"RPL29"	0
"ITIH3"	0
"SYVN1"	0
"ZFPL1"	0
"RPS6KA4"	0
"LRP5"	0
"TPCN2"	0
"PDZK1IP1"	0
"TAL1"	1
"CMPK1"	0
"BEND5"	0
"COA7"	0
"ZYG11B"	0
"SLC1A7"	0
"CZIB"	0
"MAGOH"	0
"ACOT11"	0
"FAM151A"	0
"PARS2"	0
"USP24"	0
"PLPP3"	0
"NOL9"	0
"PRKAA2"	0
"KLHL21"	0
"ZSWIM5"	0
"GMEB1"	1
"SLC45A1"	0
"SELENON"	0
"AK4"	0
"JAK1"	0
"RAVER2"	0
"LZIC"	0
"RBP7"	0
"FBLIM1"	0
"SLC25A34"	0
"AKR7A3"	0
"DRAXIN"	0
"PDPN"	0
"DHRS3"	0
"LAPTM5"	0
"SDC3"	0
"PEF1"	0
"SYNC"	0
"RBBP4"	0
"KIAA1522"	0
"TMCO4"	0
"UBXN10"	0
"CAMK2N1"	0
"ALPL"	0
"WNT4"	0
"TTLL10"	0
"SCNN1D"	0
"MXRA8"	0
"FAAP20"	0
"MEGF6"	0
"DIRAS3"	0
"NFIA"	1
"OMA1"	0
"MYSM1"	1
"TM2D1"	0
"USP1"	0
"FUBP1"	1
"NEXN"	0
"DNAJB4"	0
"ADGRL4"	0
"LRRIQ3"	0
"TYW3"	0
"SNX7"	0
"FAM102B"	0
"HENMT1"	0
"C1orf52"	0
"GBP2"	0
"ATXN7L2"	0
"GBP4"	0
"ZNF326"	1
"GFI1"	1
"KCNT2"	0
"AGL"	0
"VCAM1"	0
"EXTL2"	0
"SLC30A7"	0
"ZNF281"	1
"ARPC5"	0
"CADM3"	0
"NLRP3"	0
"ZNF496"	1
"SLAMF9"	0
"IGSF8"	0
"DDR2"	0
"PEA15"	0
"PEX19"	0
"NCSTN"	0
"VANGL2"	0
"SLAMF6"	0
"OLFML2B"	0
"FCRLB"	0
"FCGR3B"	0
"KLHDC9"	0
"C1orf74"	0
"FLVCR1"	0
"ATF3"	1
"RBM15"	0
"DENND2D"	0
"TDRD5"	0
"IER5"	0
"SNED1"	0
"BPNT1"	0
"SPATA17"	0
"C1orf115"	0
"BROX"	0
"NBPF20"	0
"ACP6"	0
"KIF26B"	0
"TFB2M"	1
"CNST"	0
"PPP1R21"	0
"KLHDC8A"	0
"PKDCC"	0
"OXER1"	0
"HAAO"	0
"B3GALNT2"	0
"MAPKAPK2"	0
"IL24"	0
"FCMR"	0
"PIGR"	0
"CAPN2"	0
"MRPL55"	0
"OBSCN-AS1"	0
"WDR26"	0
"REL"	1
"PUS10"	0
"PEX13"	0
"KIAA1841"	0
"TRIM17"	0
"RFTN2"	0
"DISC1"	0
"CAPN13"	0
"MEMO1"	0
"DPY30"	0
"TYW5"	0
"MAIP1"	0
"SLC66A3"	0
"ARL5A"	0
"LRATD1"	0
"CLHC1"	0
"PRORSD1P"	0
"FRZB"	0
"DUSP19"	0
"CFAP36"	0
"NUP35"	0
"CCDC138"	0
"FBXO41"	0
"ACTG2"	0
"WDCP"	0
"SMC6"	0
"VSNL1"	0
"CCDC74A"	0
"H3-3A"	0
"COQ8A"	0
"SLC16A14"	0
"SGCB"	0
"SPATA18"	0
"NOSTRIN"	0
"CFAP221"	0
"SGPP2"	0
"INHBB"	0
"BBS5"	0
"SMARCAD1"	1
"HPGDS"	0
"PDLIM5"	0
"NEURL3"	0
"RPRD2"	0
"ANKRD23"	0
"CTSS"	0
"MSX1"	1
"PACRGL"	0
"BNIPL"	0
"C1QTNF7"	0
"TNFAIP8L2"	0
"LYSMD1"	0
"SCNM1"	0
"VPS72"	0
"ERCC3"	0
"RNF149"	0
"IWS1"	0
"BOLA3"	1
"CDC42EP3"	0
"S100A11"	0
"IVL"	0
"SPRR3"	0
"DHX57"	0
"SPRR2D"	0
"PGLYRP4"	0
"ARHGAP25"	0
"S100A9"	0
"S100A12"	0
"TGFA"	0
"TDRD10"	0
"CCNYL1"	0
"FZD5"	0
"DCAF16"	0
"GNPDA2"	0
"PAQR3"	0
"NIPAL1"	0
"ANTXR2"	0
"HELQ"	0
"MRPS18C"	0
"CGGBP1"	1
"ABRAXAS1"	0
"GPR155"	0
"DAPL1"	0
"PMVK"	0
"PBXIP1"	0
"CLDN1"	0
"PYGO2"	0
"HIPK1"	0
"DCST2"	0
"DCST1"	0
"COL6A3"	0
"INAVA"	0
"LINC01116"	0
"YY1AP1"	0
"KBTBD8"	0
"EOGT"	0
"NAXE"	0
"POGLUT1"	0
"SLC22A15"	0
"ATP1A1"	0
"SLC15A2"	0
"EIF4E3"	0
"LRRC58"	0
"FSTL1"	0
"LMOD1"	0
"ELF3"	1
"TMEM183A"	0
"TMEM169"	0
"IGFBP7"	0
"TRIM46"	0
"KRTCAP2"	0
"ARPC2"	0
"TSACC"	0
"CCT3"	0
"TMEM79"	0
"SSR2"	0
"RNF25"	0
"STK36"	0
"ADORA1"	0
"NEK10"	0
"CIP2A"	0
"EOMES"	1
"CWC22"	0
"AZI2"	0
"TGFBR2"	0
"ANKZF1"	1
"HDAC11"	0
"TRAT1"	0
"FBLN2"	0
"GLB1L"	0
"STT3B"	0
"CHCHD4"	0
"NFASC"	0
"SGO2"	0
"SERPINI1"	0
"CLASP2"	0
"SUCLG1"	0
"NUAK2"	0
"PRKCI"	0
"MNDA"	0
"PYHIN1"	0
"IFI16"	1
"AIM2"	0
"EFHB"	0
"EIF5A2"	0
"RPL22L1"	0
"PPM1L"	0
"ICA1L"	0
"SNHG16"	0
"CTLA4"	0
"ICOS"	0
"RYBP"	0
"PPP4R2"	0
"CD200R1"	0
"GTPBP8"	0
"NEPRO"	0
"SPICE1"	0
"CCDC191"	0
"CDS1"	0
"WDFY3"	0
"COX18"	0
"PTPN13"	0
"C4orf36"	0
"THOC7"	0
"ATXN7"	1
"PSMD6"	0
"PRICKLE2"	0
"ADAMTS9"	0
"PPM1K"	0
"GMPS"	0
"TIPARP"	0
"CCNL1"	0
"PTX3"	0
"HESX1"	1
"DCLK3"	0
"SLMAP"	0
"RPL9"	0
"SMIM14"	0
"RPP14"	0
"ABHD6"	0
"DNASE1L3"	0
"CFAP20DC"	0
"RBM47"	0
"APBB2"	0
"IL17RE"	0
"IL17RC"	0
"CRELD1"	0
"PRRT3"	0
"PCOLCE2"	0
"U2SURP"	0
"MTMR14"	0
"TTC14"	0
"CXCL3"	0
"CXCL5"	0
"MTHFD2L"	0
"CXCL1"	0
"RCHY1"	0
"CPA3"	0
"GYG1"	0
"HPS3"	0
"TM4SF18"	0
"TOPBP1"	0
"RYK"	0
"SNRK"	0
"UCN"	0
"ZNF513"	1
"SLC4A1AP"	0
"PLB1"	0
"SPDYA"	0
"KIAA1143"	0
"KIF15"	0
"WDR43"	0
"ZDHHC3"	0
"CDCP1"	0
"CLEC3B"	0
"SLC6A20"	0
"LZTFL1"	1
"FYCO1"	0
"CCR1"	0
"ELP6"	0
"DTX3L"	0
"ZNF148"	1
"NMNAT3"	0
"SMIM12"	0
"ZMYM6"	0
"TPRA1"	0
"YEATS2"	1
"ZC3H12A"	1
"MEAF6"	0
"SNIP1"	0
"DNALI1"	0
"POLR2H"	0
"KLF15"	1
"CAMK2N2"	0
"LIPH"	0
"TMEM41A"	0
"RPN1"	0
"SENP2"	0
"HEYL"	1
"IFT122"	0
"RFC4"	0
"RPL39L"	0
"BAP1"	0
"TKT"	0
"PRKCD"	0
"RFT1"	0
"SFMBT1"	0
"GNL3"	0
"PBRM1"	1
"UVSSA"	0
"TASOR"	0
"ARHGEF3"	0
"SLBP"	0
"LRPAP1"	0
"SLC51A"	0
"UBXN7"	0
"RNF168"	0
"PIGX"	0
"MELTF"	0
"S100P"	0
"ABLIM2"	0
"EXO5"	0
"C1orf50"	0
"ERMAP"	0
"ZNF691"	1
"AIMP1"	0
"SGMS2"	0
"METAP1"	0
"DNAJB14"	0
"H2AZ1"	0
"EMCN"	0
"SLC9B1"	0
"SLC9B2"	0
"BDH2"	0
"PGRMC2"	0
"CDC25A"	0
"ZNF589"	1
"PLXNB1"	0
"CCDC51"	0
"SHISA5"	0
"SPRY1"	0
"BSN"	0
"APEH"	0
"INTU"	0
"RNF123"	0
"HSPA4L"	0
"MFSD8"	0
"ABHD18"	0
"MON1A"	0
"MST1R"	0
"RAD54L2"	0
"TEX264"	0
"GRM2"	0
"DUSP7"	0
"POC1A"	0
"PPM1M"	0
"WDR82"	0
"C4orf3"	0
"PRSS12"	0
"HMGB2"	0
"SAP30"	0
"MAD2L1"	0
"ANXA5"	0
"MAP9"	0
"GUCY1A1"	0
"FBXO8"	0
"CEP44"	0
"HPGD"	0
"TMEM144"	0
"GASK1B"	0
"NAA15"	0
"IL15"	0
"FAM160A1"	0
"ARFIP1"	0
"ICE1"	0
"HHIP"	0
"ANAPC10"	0
"ABCE1"	0
"OTUD4"	0
"LSM6"	0
"TMEM184C"	0
"PRMT9"	0
"ITGA2"	0
"MOCS2"	0
"EDIL3"	0
"TMEM161B"	0
"ELOVL7"	0
"NDUFAF2"	0
"LMBRD2"	0
"NIPBL"	0
"RNF180"	0
"ADGRV1"	0
"SLC25A46"	0
"STARD4"	0
"PGGT1B"	0
"F2RL2"	0
"CCDC112"	0
"ANKRD33B"	0
"CMBL"	0
"C5orf63"	0
"PRRC1"	0
"F2RL1"	0
"AGGF1"	0
"WDR41"	0
"NDUFS4"	0
"SCGB3A2"	0
"SPINK1"	0
"ESM1"	0
"GRPEL2"	0
"ARSK"	0
"RHOBTB3"	0
"GPX8"	0
"TIGD6"	0
"SERINC5"	0
"CASP3"	0
"PRIMPOL"	0
"ERAP1"	0
"ERAP2"	0
"CMYA5"	0
"EGFLAM"	0
"CFAP97"	0
"RICTOR"	0
"TENT2"	0
"EBF1"	1
"ANKRA2"	0
"UBLCP1"	0
"UTP15"	0
"TLR3"	0
"NSA2"	0
"GFM2"	0
"TERT"	0
"CCDC127"	0
"FOXQ1"	1
"ACSL6"	0
"SEPTIN8"	0
"SHROOM1"	0
"GDF9"	0
"UQCRQ"	0
"LEAP2"	0
"GJB7"	0
"SLC35A1"	0
"CGAS"	0
"TXLNB"	0
"CITED2"	0
"CREBRF"	1
"DCBLD1"	0
"SFXN1"	0
"SAMD3"	0
"TMEM200A"	0
"IL22RA2"	0
"DACT2"	0
"PDSS2"	0
"STXBP5"	0
"IL31RA"	0
"DAGLB"	0
"KIAA0895"	0
"STK17A"	0
"TRA2A"	0
"GALNT10"	0
"SAP30L"	0
"RPS14"	0
"MYOZ3"	0
"COG5"	0
"BMT2"	0
"GPR85"	0
"SLU7"	0
"RP9"	0
"PTTG1"	0
"CAMLG"	0
"BMPER"	0
"RELL2"	0
"KCNK5"	0
"KIF6"	0
"ZNF12"	1
"SLC29A4"	0
"STEAP1"	0
"CDCA7L"	0
"MIOS"	0
"ELAPOR2"	0
"USP49"	0
"SYTL3"	0
"HEY1"	1
"ZNF704"	1
"FABP5"	0
"SHH"	0
"TAGAP"	0
"COL1A2"	0
"FNDC1"	0
"CHMP4C"	0
"SLC13A4"	0
"BRI3"	0
"LMTK2"	0
"CTSB"	0
"SOX17"	1
"DLC1"	0
"ADCY1"	0
"HNF4G"	1
"PEX2"	0
"RAD21"	1
"MED30"	0
"TNFRSF11B"	0
"SBSPON"	0
"PHKG1"	0
"SPIDR"	0
"ORC5"	0
"DNAAF5"	0
"OSGIN2"	0
"DEFB1"	0
"SUN1"	0
"OXR1"	0
"FAM86FP"	0
"GPR146"	0
"GPER1"	1
"TMEM184A"	0
"NOS3"	0
"MICALL2"	0
"CA3"	0
"INTS1"	0
"CDK5"	0
"SLC4A2"	0
"FASTK"	0
"TMUB1"	0
"FMC1"	0
"PHAX"	0
"ALDH7A1"	0
"FOXK1"	1
"COX6C"	0
"OSR2"	1
"YWHAZ"	0
"BAALC"	0
"FZD6"	0
"CTHRC1"	0
"SLC25A32"	0
"DCAF13"	0
"DCSTAMP"	0
"TP53INP1"	0
"INTS8"	0
"VIRMA"	0
"FREM1"	0
"GEM"	0
"PDP1"	0
"TMEM67"	0
"WASHC5"	0
"RPP25L"	0
"FAM219A"	0
"C9orf24"	0
"SNAPC3"	0
"MYORG"	0
"NUDT2"	0
"TMEM65"	0
"PSIP1"	0
"CCDC171"	0
"UBAP1"	0
"SYK"	0
"NIPSNAP3B"	0
"ABCA1"	0
"NFIL3"	1
"LETM2"	0
"METTL2B"	0
"FXN"	0
"TMEM71"	0
"MAMDC2"	0
"CPA6"	0
"C8orf34"	0
"ALDH1A1"	0
"KDM1B"	0
"HGSNAT"	0
"RASEF"	0
"GKAP1"	0
"KIF27"	0
"C9orf64"	0
"HNRNPK"	1
"SVEP1"	0
"TRPV6"	0
"ANKS6"	0
"FBP1"	0
"PGAP4"	0
"ZHX1"	1
"CFAP47"	0
"CYBB"	0
"DYNLT3"	0
"METTL27"	0
"MID1IP1"	0
"NCF1C"	0
"SHOC1"	0
"KIAA1958"	0
"PCDH19"	0
"PIGA"	0
"VEGFD"	0
"STRBP"	0
"CLDN3"	0
"GAPVD1"	0
"CARD19"	0
"WNK2"	0
"ATP7A"	0
"ZNF367"	1
"HDX"	1
"NDUFB6"	0
"NOL6"	0
"AQP3"	0
"TRMT10B"	0
"VCP"	0
"PIGO"	0
"STOML2"	0
"BRWD3"	0
"SLITRK5"	0
"MELK"	0
"OTUD1"	0
"ARHGAP12"	0
"FAT3"	0
"HECTD2"	0
"FBXO33"	0
"INTS6L"	0
"CLDN2"	0
"SPTSSA"	0
"WRN"	0
"MARCHF8"	0
"CFL2"	0
"SUGT1"	0
"GTF2A1"	0
"ZCCHC24"	0
"PGM2L1"	0
"SLC16A9"	0
"FOLR2"	0
"INPPL1"	0
"GJB2"	0
"CRYL1"	0
"REEP3"	0
"SKA3"	0
"MICU2"	0
"DDIAS"	0
"PCF11"	0
"PKNOX2"	1
"LRR1"	0
"RPL36AL"	0
"DNAAF2"	0
"DEPP1"	0
"ZNF22-AS1"	0
"ZNF22"	1
"KLHDC2"	0
"NEMF"	0
"RPUSD4"	0
"ARF6"	0
"TTC8"	0
"TMEM63C"	0
"NOXRED1"	0
"AKR1E2"	0
"KBTBD6"	0
"FAAH2"	0
"NUDT5"	0
"DACT1"	0
"OXGR1"	0
"BEND7"	0
"ATP5F1C"	0
"PRPF18"	0
"TAF3"	0
"VSTM4"	0
"VDAC2"	0
"COMTD1"	0
"SLC18A2"	0
"PDZD8"	0
"ZNF503"	1
"ABRAXAS2"	0
"QSOX2"	0
"FAM204A"	0
"NSD1"	0
"PRDX3"	0
"ENOX2"	0
"GHITM"	0
"SNAPC4"	1
"TMEM52B"	0
"PMPCA"	0
"ENTR1"	0
"AK8"	0
"SPACA9"	0
"TSC1"	0
"HPRT1"	0
"BORCS5"	0
"DIPK1B"	0
"ZMYND19"	0
"STOX1"	0
"RET"	0
"DDX21"	0
"BMS1"	0
"STK32C"	0
"JCAD"	0
"FUNDC2"	0
"PIP4P1"	0
"METTL17"	0
"NDRG2"	0
"RNASE7"	0
"ARHGEF40"	0
"NSMF"	0
"ZNF219"	1
"CASP7"	0
"PPP1R36"	0
"BTNL9"	0
"CCDC186"	0
"VWA2"	0
"METTL3"	0
"SALL2"	1
"TRUB1"	0
"ZFYVE1"	0
"HSPA12A"	0
"FRAT1"	0
"UBTD1"	0
"ANKRD2"	0
"E2F7"	1
"ARHGAP42"	0
"ISCA2"	0
"LARGE2"	0
"PACSIN3"	0
"TTC7B"	0
"SLC39A13"	0
"PSMC3"	0
"AGBL2"	0
"TC2N"	0
"CPSF2"	0
"SMCO2"	0
"MOAP1"	0
"IFI27L1"	0
"IFI27"	0
"CLMN"	0
"PTER"	0
"CACNB2"	0
"HACD1"	0
"ARL5B"	0
"SMCO4"	0
"CEP295"	0
"TAF1D"	0
"ABTB2"	0
"R3HCC1L"	0
"AMOTL1"	0
"HTRA1"	0
"LIPC"	0
"CEP57"	0
"TCP11L2"	0
"SPRED1"	0
"GPR176"	0
"JAM3"	0
"ADAMTS15"	0
"GPT2"	0
"AMN"	0
"RAB8B"	0
"IKBIP"	0
